"sentence","predicted_type","actual_type","data_trash","sentence_id","date"
"I am the only child, I don't have a sister but she is like a sister to me.","present_continuous","other",0,"2d34cfc3c2b80aa2da6dd9365b7e03b574e05dae22e92bb5eeb2c0d2","2020-10-22 22:30:05.716608+04"
"My name is Lupita Gonzalez.","to_be_present","to_be_present",0,"61392ec29e05fc1a3c4f1903ecbfc2a786c240cfb187fd495bf62db8","2020-10-22 22:30:08.644823+04"
"I work in a large company in Monterrey, Mexico.","present_simple","present_simple",0,"6374b890c2f69aab011c23859f94dd3a77928ff19aceeec4b0b525b0","2020-10-22 22:31:36.330641+04"
"I answer the telephone and take messages.","present_simple","present_simple",0,"4c9ff7ad8afe8f3922f509a35720d7c1bfa1ee7703da15ad288b44c2","2020-10-22 22:31:59.870686+04"
"We make bottles and cans for soft drinks.","present_continuous","present_simple",0,"ee9fc5017b585d4b2e76d290f33b17fea27c018af8312a00f79f065c","2020-10-22 22:32:05.785731+04"
"I also use a fax machine and a computer.","used_to","present_simple",0,"dbbae0480501990b10a095180d16807fd8c439e0d98ff75898581449","2020-10-22 22:33:10.840131+04"
"My first language is Spanish","to_be_present","to_be_present",0,"2ae43e54a190b8dd1577fe2e5e11ffcb183bcbee39f86ee59c3b5576","2020-10-22 22:33:14.364703+04"
"but sometimes I speak English.","present_simple","present_simple",0,"aa861a19e00011c34572dcfb8e1e93f127629a3201db440fd370a9fb","2020-10-22 22:33:22.880405+04"
"Many of our clients are from the United States.","present_continuous","to_be_present",0,"37a24b736ab6225ac83fc9f71294dc10e0a6cf02570f28d04bd97e41","2020-10-22 22:33:26.192522+04"
"My supervisor is Mr. Torres.","to_be_present","to_be_present",0,"9ab1567473899da901cee7b766433aec0cb56cf1a2e2e6ece8bf8613","2020-10-22 22:33:37.372572+04"
"I start work at 8:00.","present_simple","present_simple",0,"e0a0fbf2a1605d7c9b6cd8d3bcb39b1d0d1ac7b7fa12211567ff168a","2020-10-22 22:36:07.913445+04"
"I usually drive to work.","present_simple","present_simple",0,"97b4b640aa518ce90de4df884cf1b76bf94785b45fd081dde4d129d3","2020-10-22 22:36:09.402464+04"
"I have lunch from 1:00 to 2:00.","present_perfect","present_perfect",0,"7c7dcf3217082772b314e9936d73661989e46a7174d856c30d4fbd57","2020-10-22 22:36:10.554146+04"
"I finish work at 5:30.","present_simple","present_simple",0,"9c94b7498c6587632d4f58ea1fcbb76cd0d558dd2a4baf8e382bd653","2020-10-22 22:36:11.487288+04"
"I go home and help my mother prepare dinner.","present_simple","present_simple",0,"046f06595996ce5b7b23436d67a993d33d991d53d43fa6148eeff044","2020-10-22 22:36:13.122783+04"
"We have dinner at 9:00.","present_perfect","present_perfect",0,"252698a23f54544a372216833db00a17e5677ffeac1ab9fc41e56425","2020-10-22 22:36:14.32366+04"
"After dinner I usually watch television a while.","present_simple","present_simple",0,"d758a32dcfac7b1f6970b0b3e032104e9979c878eb76a696d0286638","2020-10-22 22:36:16.154331+04"
"I want to tell you about my first week of classes at the University.","present_simple","present_simple",0,"188ce9483de36ae08b7da0b439e85b477cf6e3cbf4e63ba045f8f38f","2020-10-22 22:36:35.817702+04"
"I usually go to bed at 11:00.Well","present_simple","trash",1,"f60bb1827547244e9820d17e122c1a0234901f361e3fbcb37bfd48d5","2020-10-22 22:36:26.85063+04"
"I get up at 6:00 every morning.","present_simple","present_simple",0,"8471b49e36241519b71d386addbae9f5c931069feb5bdfa6637a13a0","2020-10-22 22:36:37.135063+04"
"That is really early for me.","to_be_present","to_be_present",0,"04a5b03083c6856b30f42d11db54ec3d1477f1697ded55a8b53d950d","2020-10-22 22:36:38.90682+04"
"I don't like to get up early you know.","present_simple","present_simple",0,"b948681030ba366785b7d6589f87413bd67f29e237b96941aa4d5605","2020-10-22 22:36:40.600283+04"
"I usually eat breakfast in the school cafeteria.","present_simple","present_simple",0,"ab71ece85a79f2127f21a3a8860cd8dc6c71198d35c483f39785ea95","2020-10-22 22:36:41.982237+04"
"The food here is pretty good.","to_be_present","to_be_present",0,"e273a418740b1e60a5234158ca90e25e3008a289e658c876fbc6781c","2020-10-22 22:36:43.815518+04"
"I have German class every morning at 7:30.","present_perfect","present_simple",0,"ea2c3882a8f819d6136195c0510c22c430f58304d32059eddf5517a0","2020-10-22 22:36:47.516791+04"
"After German class I have Business and Economics on Monday, Wednesday, and Friday at 10:00.","present_continuous","present_simple",0,"f6edb35acfe88970ce2c56a0aadebc2533dcb3622adae9b5f77ec9a7","2020-10-22 22:36:50.841759+04"
"I have a lot of homework in that class","present_perfect","present_simple",0,"ebeb0efd1b809eb3552d9f9567ba2120ca6111c192ef8398d44e55b9","2020-10-22 22:37:05.099748+04"
"but I really like it.","present_simple","present_simple",0,"9c3c9bc5e1be5ac662350e8d116dba23bb3a330baa1700766b8a18c2","2020-10-22 22:38:00.015519+04"
"I also have English Composition on Monday, Wednesday, and Friday.","present_simple","present_simple",0,"7876980f5c6d97ce5868eff16563516a9223873e79057fdd3cc21c28","2020-10-22 22:40:10.423844+04"
"On Tuesdays and Thursdays I have United States History.","present_perfect","present_simple",0,"fb90b876e819dbeb56c4f3ad5cc291f60f8416d7878a3f923e4c00b1","2020-10-22 22:40:14.724532+04"
"The campus here is really big.","to_be_present","to_be_present",0,"9b5e29b2a7b3a2f675c71a49dca452e84e8ee9beea474806079cf26e","2020-10-22 22:40:51.110273+04"
"After some problems during the first days, I now know where all the buildings and classrooms are.","present_continuous","other",0,"09b4429390b5b3ae43d8dee7027f4551562a5ff33be796821ec53c8a","2020-10-22 22:40:59.014888+04"
"so I walk to all my classes.","present_simple","present_simple",0,"4dab31690e9f0035377334a7e8fb19e806e2d85cb8c7b63bfb344031","2020-10-22 22:41:04.176546+04"
"My roommate's name is Eric.","to_be_present","to_be_present",0,"314e7b4b82c67438997a977ba13390553569131b26fc7a4b814fd250","2020-10-22 22:41:09.019988+04"
"He is from Los Angeles.","to_be_present","to_be_present",0,"bfe5a5e2f1958321ebeb1346cfa187b7fbe8c68527311bd784dbd8ed","2020-10-22 22:41:12.239698+04"
"We are good friends now.","to_be_present","to_be_present",0,"0b85e655674dea6f7dcf2c62ba91ce603ceefcf7ec60c46e1742e22f","2020-10-22 22:41:14.230416+04"
"He is quiet and doesn't make a lot of noise.","present_simple","other",0,"d3d78c05df9a736ff6f283a3337ce9ed909b605b05305ba6d69d4bc3","2020-10-22 22:41:17.448817+04"
"Sometimes Eric and I have dinner together.","present_perfect","present_perfect",0,"d593d7dcfc09b9201ea2d27a2520b8e0474afd9299db4c916ab13429","2020-10-22 22:45:08.967004+04"
"We don't see each other much because our school programmes are really different.","present_simple","other",0,"cc4815c149a7fe57589a04b2e1062f77b8b57cf562f00166d910fdc9","2020-10-22 22:45:28.886311+04"
"During the evening I study.","present_simple","present_simple",0,"fd869b9abb7bb8320fc7d5b057708d29317bb49c4429885f78638e0c","2020-10-22 22:45:33.696966+04"
"Sometimes I study in the library and sometimes in the dormitory.","present_simple","present_simple",0,"a267544db3687860638bd2a5e580d48414a677a491eaef09c08b716d","2020-10-22 22:45:36.05705+04"
"I usually go to bed around eleven.","present_simple","present_simple",0,"3ffd1b4ba46cf772020928fcb9e936be17f85608f4fff8f7b2ca76e9","2020-10-22 22:45:38.478323+04"
"Mom, I sure miss your cooking.","present_simple","other",0,"e4ade4f08e4fdd919259f6ed2f5585d67d304e19acdc607f12e605fa","2020-10-22 22:45:45.991409+04"
"Could you send me some of your homemade chocolate cookies?","could","other",0,"445c4b049be5028acde72a07fe4b8ffd7ce65e1f1c57ccfe163bf2ee","2020-10-22 22:45:50.786566+04"
"Well, I have to go.","used_to","other",0,"c44364bd58b9219cb0ab1b690cb7fea3d825ee5f415d751d4151fa48","2020-10-22 22:45:52.931172+04"
"He lives with his parents in Lisbon in an old house by the sea.","present_simple","present_simple",0,"22e341547b87d896f35d0614b3d5045edc135bf05c658166a123914f","2020-10-22 22:45:55.787586+04"
"The house is not big but he likes it very much.","to_be_present","other",0,"5e7daf99563206313b8ebc90cb6800cfd8492b9de196cd2aefc3f484","2020-10-22 22:45:59.47154+04"
"There are three bedrooms upstairs; one for his parents, one for his sister and one for him.","present_continuous","other",0,"7f55bd0b26ce25bb8cd849edce4441133ed3b838c385dc3a775ff818","2020-10-22 22:46:14.946975+04"
"The bathroom and the living room are downstairs.","present_continuous","to_be_present",0,"7f2e087b05f9e9beb86949bbfaf4be9844715a068597673d48a37e77","2020-10-22 22:56:09.989524+04"
"In the living room there is a lovely fireplace.","to_be_present","other",0,"f87a6da3fa2f00cdb7980ab237be9c412e6a154bf30190d17b47925b","2020-10-22 22:56:17.535102+04"
"Next to the living room is the kitchen.","present_continuous","to_be_present",0,"150b8c9232bd17d60b83801246623f0f40b74e1f75412c2746084ef8","2020-10-22 22:56:23.356443+04"
"The kitchen is not modern but they have a new washing machine.","present_perfect","other",0,"bff7da270265284bfd0fc8176d89b674805fa3d12bae0afcff10c299","2020-10-22 23:11:09.238255+04"
"In the evening, all the family sit in the living room to watch TV and have dinner.","present_simple","present_simple",0,"59e49fcc6a30a19b6528f47905f3fac5c8871353cdf0adb6d262d184","2020-10-22 23:11:12.642128+04"
"At the back of the house there is a small but very beautiful garden with different plants and flowers.","present_continuous","other",0,"b1d408cf82fcc9b4ae4d18f8482cc5f98bd799c72ec8bce4496c30de","2020-10-22 23:11:16.813753+04"
"His father likes to spend his free time there.","present_simple","present_simple",0,"50cec8746346cc42084873005a87b6f95be234e07c52e6931aa99347","2020-10-22 23:11:19.316381+04"
"Pedro likes to spend most of his time at home in his bedroom.","present_simple","present_simple",0,"c0bf4c1329f5b01d3302d608b6ecf9fffa5e94d354fa63b0226bfb15","2020-10-22 23:11:21.557981+04"
"It's also his study room where he has a desk and a stereo.","present_simple","other",0,"75d1bc8e5e78b3d805651737fbcf5fcf08dd53239811b292f0b952e8","2020-10-22 23:12:16.287669+04"
"He loves his room because he can see the sea from thewindow.","can","other",0,"d1b7b88fc2d95ff78fd5eb616f03f767d491cbfd9cb561e14071b086","2020-10-22 23:12:18.335178+04"
"and I weigh 54 kilos.","to_be_present","to_be_present",0,"79dd461e3ad070ebc749887bac01cf23a2e158ba4176b9ba9b871e97","2020-10-22 23:12:27.906394+04"
"I am taller than my mother","present_continuous","to_be_present",0,"7ed5c15c275f1c39732d3403c6095386a339bd67defa0bea92e2035e","2020-10-22 23:12:29.88802+04"
"I have long black hair, brown eyes and a short nose.","present_perfect","present_simple",0,"40c75397d9762971d21c9ddb69ad4ddd601819713e668f18a7d2493e","2020-10-22 23:12:45.153806+04"
"I can swim and I usually ride my bicycle to school.","can","other",0,"32a623df56e15f425d71b747f6ded0ed147d483d8cf24c9efcd02d73","2020-10-22 23:12:53.32132+04"
"I am quite fit and strong.","to_be_present","to_be_present",0,"065496487594aa42b9e3f0f47dde5a8f2528c0edbe212c5ffb8f27fe","2020-10-22 23:12:56.521295+04"
"In fact, I am stronger than alotofgirls.","present_continuous","trash",1,"705dcb6f0ec02f687cb91d0f0792e9befb1baccd727f68b3e58e1bbb","2020-10-22 23:13:01.45656+04"
"Mybrother is crazy about football and basketball and he has pictures of football players all over his bedroom walls.","present_continuous","other",0,"b448d20bfa3b40e7278e3867765f089e783d5506c602903934c3c840","2020-10-22 23:13:05.377619+04"
"I prefer quiet places and slow music.","to_be_present","present_simple",0,"791afd2f1f57fffa22be6635117f7912d67670c335188595f9885a02","2020-10-22 23:13:15.429652+04"
"I am a little shy, but I am doing my best to be open and have more friends.","present_continuous","other",0,"f6b928d0c3f4dcb2ff7fdb44583bcd302fee2b467608c28273d96579","2020-10-22 23:13:21.030453+04"
"My brother is quite different.","to_be_present","to_be_present",0,"fefe300088ea63573e0db563e048d960e2443ee815027526f284afd4","2020-10-22 23:13:40.441164+04"
"He is the noisiest and most active.","to_be_present","to_be_present",0,"c8ea5f4fd068313acf523398f89caa42dc618ec9f0e11a2c498f6ba5","2020-10-22 23:14:00.014969+04"
"He likes loud music like techno and rap.","present_simple","present_simple",0,"fe70b947fba38077f0ecf75a6d0d07f203e1e6a63b1c4b97907c4fb5","2020-10-22 23:14:10.616703+04"
"He is cheerful and amusing.","to_be_present","to_be_present",0,"ad26f1a0919cceedf73e708d61c41767db93ed09dc0209224b43e1e4","2020-10-22 23:14:17.006212+04"
"We all love him for that.","present_simple","present_simple",0,"59f98b9d13b30c660946c44b734cc8d605e1cbf96f6e34550ff9da04","2020-10-22 23:14:19.804116+04"
"My best subjects at school are languages, history and geography but I am not good at mathsandscience.","present_continuous","to_be_present",0,"d4c5aa251529c0c61bae2f68e43b570f217ebf1409721d7efad5253f","2020-10-22 23:14:30.009479+04"
"My sister is totally the opposite.","present_continuous","to_be_present",0,"df8c95c5a1121b6445d69449954c879c48004b6d00eeddf884103d5d","2020-10-22 23:14:32.421304+04"
"She is good at scientific subjects and she wishes to be an engineer or a doctor.","present_continuous","other",0,"fc61d2f048cc199d4d4cc4fb1ca0795ce781f3820329990b5b7759bf","2020-10-22 23:14:35.249212+04"
"I'm writing this postcard from Morocco.","present_continuous","present_continuous",0,"ecb05c71b00c2881057d9bb2e510535454960a5ab8d554ac183991a5","2020-10-22 23:14:37.81555+04"
"I'm having a nice holiday with John.","present_continuous","present_continuous",0,"ca86c9f5690c2e01b0b2d83869dd4f41a497e177898cf82222482bb2","2020-10-22 23:14:39.695381+04"
"This is our second week here.","to_be_present","to_be_present",0,"644cf40a2b4832f4958edc447288ef50509ca2f4a1032ef2487458ee","2020-10-22 23:14:43.50645+04"
"After Fez and Rabat, here we are in Marrakech.","present_continuous","to_be_present",0,"2eac25662cd889ff6cd6a3c7457ffa44cf1f19be84c8cb526c3d2d7a","2020-10-22 23:14:48.920195+04"
"John and I are happy to be in the Red City as people call it here.","used_to","to_be_present",0,"8454ae707e89d1f6b5b16c48bcc9da9b0c615192f14686832974aa9e","2020-10-22 23:14:54.071833+04"
"All the buildings are in red and it'salwayssunnyandwarm.","present_continuous","trash",1,"aa8fa024cc10aeec3e51c8759854f8e48c6a67dfd43c4bb09468fabf","2020-10-22 23:15:27.692561+04"
"This is our third day in Marrakech.","to_be_present","to_be_present",0,"e33dacbf60e684ba4abdb5ebd4f0dfb04dcc1309074f0759d0ac5292","2020-10-22 23:15:38.101453+04"
"Today John and I are going to visit Jamaa Lafna Square for the second time.","present_continuous","other",0,"908be2171cf5526023f61c661ef7770db962713e65739492b31a7742","2020-10-22 23:15:41.815483+04"
"It's fascinating place, full of activity and people.","present_simple","to_be_present",0,"ea432e0e0ff4c735f32a11d8a528d4a1e9c17146a5a2befcde3eeda7","2020-10-22 23:15:45.145946+04"
"There are acrobats, singers, dancers, snake charmers, storytellers...","present_continuous","to_be_present",0,"210c5434c7fd4b3f5de48f67a051ef8d8f4d541101f15c6cc9b923f4","2020-10-22 23:15:48.504678+04"
"We are also going to have lunch in the Souk (the market in the local language).","present_continuous","other",0,"4b6c535df7aa0a2a0a242638eac1e6c924da7be98b25fe7b2c4d9405","2020-10-22 23:15:51.074546+04"
"We are going to eat a Tagine and Couscous; two special Moroccan dishes.","present_continuous","other",0,"6947633f3984f7427f453e4696460d9e31c2cba0d123e47a795d54c8","2020-10-22 23:15:53.023241+04"
"I am going to buy the ingredients for Couscous and cook some for you.","present_continuous","other",0,"75577b98980cb6a21b5b8780b3d2aa705fccee0806cfafa8fccfd604","2020-10-22 23:15:54.496302+04"
"I'm sure you're going to like it.","present_continuous","other",0,"5c611aad7702a4cd23c98ec9e01232510a5f56658ac4299431408158","2020-10-22 23:15:56.575246+04"
"We're going to spend two more days in Marrakech then go down south to Agadir; a seaside city famous for its warm weather and long beaches.","present_continuous","other",0,"33ce9eb15696439f7a038f0bf73ae6a172facc72e9c59d4066cce67c","2020-10-22 23:15:57.871327+04"
"We are going to come back to Liverpool next weekend.","present_continuous","other",0,"fd16485d893e49570c8e549357ea8caeefae55689c89ad632a93a359","2020-10-22 23:16:05.527682+04"
"I'm goingtophone you when I get there.","present_simple","other",0,"c5033a9eae26d8e3e6a1edd76590895f06176abf6478e948de3ec29c","2020-10-22 23:16:07.731337+04"
"Are you having a nice time with Peter?","present_continuous","present_continuous",0,"51aea771d4b717787d16134d73b4a851780dcabcb57c8a036d518b15","2020-10-22 23:16:10.92938+04"
"John and I miss you a lot!Last August Becky visited Aunt Agatha.","present_simple","other",0,"8b03ce5ea2c30c0a74f10065b187074bf06b1e59bb02b20667c17df5","2020-10-22 23:16:13.326175+04"
"It was a very good hat for the beach and Becky put it on.","past_continuous","other",0,"1454f08b33ac01313533feeea0b7b534352c0fbe8da6436191f6f447","2020-10-22 23:20:49.379335+04"
"Stay in one of the fine hotels in Agadir.","present_perfect","other",0,"bd5aa326cc1cec10c3cf8e6fb56d7a820d47f09e4bead8418fa51956","2020-10-22 23:21:04.418917+04"
"Don't worry about the language.","future_simple","other",0,"218b6bad914ae27117f96d8e263e9bd515c4e8f2dca3f40e8201e16b","2020-10-22 23:21:06.727648+04"
"A lot of people here speak English.","present_simple","present_simple",0,"ee6e80f43132ed7e194638f43bd867f865d28d6c962eb3d3c2de278d","2020-10-22 23:21:09.152426+04"
"You can sunbathe on the beautiful beaches of Taghazout 20 kms far from Agadir, lie on the golden sand or swim in the warm blue water of the Atlantic Ocean.","future_simple","can",0,"72aefee01e093b509e01b358d26a66366c6e8a7d705277ac24de718f","2020-10-22 23:21:16.603597+04"
"The weather is usually very nice all year long.","to_be_present","to_be_present",0,"a5aa829017362d0023fa9ba48cdb0d058cc82cb5f791ac092d415214","2020-10-22 23:21:23.154437+04"
"Yes,it's sometimes windy and cold in March and April, but there are sports you can practice then.","present_continuous","other",0,"51d4d99588416c05c1e5a364faf2159757391bf97239fd44cb03ec65","2020-10-22 23:21:27.046486+04"
"Agadir is also a good place for surfers.","to_be_present","to_be_present",0,"e8bcda7312a7eb902286e47179bd3136f939a72b9a8a805d1be61cd3","2020-10-22 23:21:30.731659+04"
"Butd on't spend all your time on the beach and in sports.","future_simple","other",0,"5ab9d2701dd821706fa0744648212cb6f98da3fbd3e122ecc35c31d5","2020-10-22 23:21:33.452756+04"
"This is Agadir and Agadir is also a good place for shopping.","present_continuous","to_be_present",0,"1f71a1e00531f3e6c9d459553f2cd2ee3b6070eba185a6dbadc19435","2020-10-22 23:21:47.839891+04"
"There are hundreds of souvenir shops.","present_continuous","other",0,"b7be2d2c1c2f7180eb06977f262a9414bc2ebf6cfe9384ae2fa23e51","2020-10-22 23:21:49.571467+04"
"You can also visit “SOUKLHAD” a traditional market in the center of the city.","past_simple","other",0,"183997dc0222743640fc1958eade469163cb5305cfb317d044f62dc1","2020-10-22 23:21:53.257354+04"
"All you need is there","to_be_present","to_be_present",0,"9eb8503bd7387866e0e4cb2bad27ea181bad0a0e13b23b8de98c45b8","2020-10-22 23:23:14.436203+04"
"and it's a cheap place.","present_simple","to_be_present",0,"60607086ad0a5880ad1f8535368d468af5eaffa0ac6b7b9a1d32a06f","2020-10-22 23:23:21.904497+04"
"I'm Tomas and I live in Vienna with my parents and my sisters.","present_continuous","other",0,"3fe52fe40b011968ba8eb9d7866226210b5fdaead68371a8c54299a5","2020-10-22 23:23:27.756153+04"
"I turned 13 last month.","past_simple","past_simple",0,"dd0621f82c491f71c12835aac87eb85eb17beb0dd4567285e97837d1","2020-10-22 23:23:36.132836+04"
"My sisters are Martina, 16, and Betta, 19.","to_be_present","to_be_present",0,"6b9b57c5e529f225fb19cff0b78cc00db0b3aecd55688b9e1b5e3d1a","2020-10-22 23:23:41.597334+04"
"and she always tells me what to do, I guess because she's the oldest.","present_simple","other",0,"1cf079bbe0828c9f2b05e0681a97d5089fb23182e267be4716e738ca","2020-10-22 23:24:37.085445+04"
"I go to a nice school not too far from our home","present_simple","present_simple",0,"c31c6b4b62002f38a4514bd45a300133173fac5cfca1e8a5b2aa962f","2020-10-22 23:24:42.11673+04"
"and I really enjoy it.","present_simple","present_simple",0,"c529a02d2274da7822894879a9be6eb70662885647c2c87a73ba47ca","2020-10-22 23:24:43.806796+04"
"I have a lot of friends there","present_perfect","present_simple",0,"0db08c4b4b385b99bc8cb948c067d2d2f6c539c045306382a3dd76ec","2020-10-22 23:25:01.782197+04"
"I'm the youngest in my family.","present_continuous","to_be_present",0,"12a1e1b0cd94a8fb465cf80d39c842f2a0d52baabe4caf81924d07fb","2020-10-22 23:24:52.021647+04"
"My best subject is Geography, probably because it's the easiest too!","present_simple","to_be_present",0,"8ebf6a86700861ba2666e061cc79167ad8492fb9652b0db7b67c3bfc","2020-10-22 23:25:15.422013+04"
"My most difficult subject is","to_be_present","trash",1,"dc6bea6aace82b9d8cb498c6cdc228616bd927add2d0ac643cb652ea","2020-10-22 23:25:18.457501+04"
"and I don't like my teacher.","present_simple","trash",1,"d63b6e4c229b285c20304c3cc4ff9d264349fcf46cb45e0b5f0d5c7a","2020-10-22 23:25:20.927024+04"
"I love playing sports, especially basketball.","present_continuous","present_simple",0,"ea1ed8efd8de456b0fd7e406f373d616de088034729b049d719a70ff","2020-10-22 23:25:32.317298+04"
"I'm the tallest player on the school team","present_continuous","to_be_present",0,"33b577a462be53317ecf3579c9d9c246e71b5655150c52c098a3f1f5","2020-10-22 23:25:39.074341+04"
"and I usually play really well.","present_simple","present_simple",0,"fc0774d03d75e9f6c5a8809de6b884e2f0e79f6b550669dfe924a47e","2020-10-22 23:25:40.930474+04"
"It's the happiest part of my day.","present_simple","to_be_present",0,"088dd938d4a92333c3073c2c00b68f76fdee1e643ae732fd2957595f","2020-10-22 23:25:59.494207+04"
"My coach says that one day I could play professional basketball!","present_simple","other",0,"793570a6361fff87cab654fe7d19d5637733483591be92cc2907e5bf","2020-10-22 23:26:07.712462+04"
"On the weekend I spend a lot of time with my friends Ralf and Kurt.","present_continuous","present_simple",0,"91f02fd567163856bc4732e2a221efe44af6686a04483c688b717279","2020-10-22 23:26:15.256402+04"
"apart from my family of course!In January 1990, I was at primary school and in January 2000, I was at university!","past_continuous","trash",1,"d99557fd0c6f02f30f3bef1993b2da6151b432f79e8009902dd1935f","2020-10-22 23:26:26.190258+04"
"We do everything together and they are the most important people in my life,","present_continuous","trash",1,"210f2e8e615c67806e035f87e7122a769d8f557b115f10eb2f3b9b41","2020-10-22 23:26:30.023719+04"
"I left primary school in September 1990 and went to a secondary school five kilometres from my house.","past_simple","past_simple",0,"37b6b95e5f8b4ae586a0d2624956ba0029339c3dcebd1b6068602f02","2020-10-22 23:26:40.07336+04"
"I got the bus every day at 7.30am and didn't get home until 5 o'clock in the evening.","past_simple","past_simple",0,"2526fef86ff22de5ef4d0f47a972a36f747a4566bdd9b7e22a16293e","2020-10-22 23:26:42.641805+04"
"What a difficult life!My family bought a satellite TV in 1991 and a new video the next year.","past_simple","trash",1,"ddd58b562a054033aacb3fa5c950d1211045bce93ac2a58b4004e457","2020-10-22 23:26:45.326761+04"
"In 1994, my brother bought a computer","past_simple","trash",1,"462fa927ff32e2422684768ac6cb02585fd9aa4f245e3477792ef97f","2020-10-22 23:26:47.035285+04"
"and I got a bicycle the next year.","past_simple","trash",1,"c15e35ac1be44888a5c7977d8d8aa3058a00a7b0c68c827080188515","2020-10-22 23:26:48.220195+04"
"I left my school in 1997 but decided not to go to university like most people: instead, I went walking in France alone for four months and then drove around America for three months with my brother.","past_simple","other",0,"c9ecff29d408fbc255c3a3c7576ff77209e87ee8ea0efbbcb5098e80","2020-10-22 23:26:50.767327+04"
"For the first six months of 1998, I got a job in a health food shop and then went to university in October 1998 in Wales.","past_simple","past_simple",0,"5216dfec48cf9ccbf6e7305072c66fc6c88b66e3aeb92f282b7c9e52","2020-10-22 23:26:58.036471+04"
"My working day starts very early.","present_continuous","present_simple",0,"d76472faaa29eacd735bef3aed0c7dc1e7b2637fbcb8602940b87a67","2020-10-22 23:27:03.09445+04"
"From Monday to Friday I get up at half past three","present_simple","present_simple",0,"6197b2c912c49726a54a321fbec5e67d85edc3ae4e6622d013b95d42","2020-10-22 23:27:05.738476+04"
"and I have a shower and a cup of coffee.","present_continuous","present_simple",0,"f46298188e7d1290480425ee56701274276dbf9d486af5060e43c198","2020-10-22 23:27:08.102673+04"
"I usually leave the house at ten past four because the car always arrives a few minutes early.","present_simple","present_simple",0,"1197e4ad01ca185878cb0dcb99a7303361b8fb4e0f016b59b1ae57a1","2020-10-22 23:27:13.561482+04"
"I get to the studio at about five o'clock and start work.","present_simple","present_simple",0,"419a1126af8136a53f19b7909adf6f9e80b2a4b782e4e722128dcee9","2020-10-22 23:27:18.784061+04"
"My programme Good Morning Britain starts at seven o'clock and finishes at nine o'clock.","present_simple","present_simple",0,"49299fd26195f5cd35ed3baeb26b9ab084fac9628158f130f461f7ce","2020-10-22 23:27:22.397705+04"
"Then I leave the studio at a quarter past ten.","present_simple","present_simple",0,"c8646ac2731b14d6c31f967beb91d710d9dd1d4a5443e5ce73d0ae5f","2020-10-22 23:27:25.941013+04"
"After that, I go shopping and visit some friends.","present_continuous","present_simple",0,"e03e0be23bd5b07cc618e10bfe47adda5fcb3d8b174e0fc5f7c11b2b","2020-10-22 23:27:29.129465+04"
"I get home at three o'clock.","present_simple","present_simple",0,"af149dc0f7736ca060b96d85f9b7c5bcce32be0c9e0834a6727c7ac4","2020-10-22 23:27:31.420759+04"
"A woman helps me with the housework and the ironing.","present_simple","present_simple",0,"f9ec19be3b44eda0cd1a72ec8fb75548b266ecb51697e8c0f15a819a","2020-10-22 23:27:33.201613+04"
"I read a newspaper and do some work.","past_simple","present_simple",0,"46996e114951a92bd6cc9ae217962aa43cf00af81d02fb8df1e9349a","2020-10-22 23:27:39.651682+04"
"On Sunday, Tom gets up at 10 o'clock.","present_simple","present_simple",0,"90c782f617bee7a29e960f822edd75110a903be91dca136a6218429b","2020-10-22 23:27:44.583997+04"
"Then he reads his newspaper in the kitchen.","present_simple","present_simple",0,"e86eda0acff219157ec6b4174aa1418d0bd21e44f8c72d6822854f2a","2020-10-22 23:27:46.047405+04"
"He has breakfast at 11.30 and then he telephones his mother in Scotland.","present_perfect","present_simple",0,"7c0a593d8de79305c7dfbe6b103c43839fe9d4b25725a71ad8b53763","2020-10-22 23:27:52.03243+04"
"In the afternoon, at 1.00, Tom plays tennis with his sister and after that, they eat dinner in a restaurant.","present_simple","present_simple",0,"3da27645799509aef997e55dc986f70f02040fe4662566da7a9ba6a8","2020-10-22 23:28:02.553924+04"
"At 6.00, Tom swims for one hour","present_simple","present_simple",0,"b07bd5a59b2a96b2bc1c57fc03a94e36cea06857d245888e763f9a54","2020-10-22 23:28:04.147301+04"
"and then he goes by bike to his brother´s house.","present_simple","trash",1,"88b6296c83e758bbcc0b4b7235bf1055ce3d87f24a2990bfd3dee009","2020-10-22 23:28:09.457713+04"
"They talk and listen to music.","present_simple","present_simple",0,"8f274871883c12dd95b1399b6b949c18b1c68c80eb7e039ffff1e785","2020-10-22 23:28:14.202748+04"
"Tom watches television in the evening and drinks a glass of warm milk.","present_simple","present_simple",0,"178916a94434be4f83ff464ee9bdb08770da0687f3937e26b2705d40","2020-10-22 23:28:15.865559+04"
"He goes to bed at 11.30.Mary Dexter is a young student who lives in Denver, Colorado in the west of the USA.","present_simple","trash",1,"a4f636dd6f828dcfd82172bc652c1cd0acf962729fd81ad69a99e825","2020-10-22 23:28:20.532115+04"
"Now, she is 17 and is studying at her local high school, but she already has big plans for her future.","present_continuous","other",0,"d540d7ab68697660c750d5d22ab3234c8a79865cf479a1f2209eedd5","2020-10-22 23:28:23.156949+04"
"After she finishes high school next year, she's going to study at a big college in California.","present_simple","other",0,"fb81d4a5ebf1af5d28d87db975eed1d9faa5a0b9632b96fcd0702b87","2020-10-22 23:28:25.727957+04"
"She's very excited about it.","present_simple","to_be_present",0,"fe219a95aaaf263acec532cbefee5d70d12be12a62e15d5cb022bf4b","2020-10-22 23:28:29.507442+04"
